case_id,target_true_id,target_true_str,target_new_id,target_new_str
18907,Q150,French,Q7411,Dutch
18925,Q150,French,Q7737,Russian
18973,Q150,French,Q652,Italian
18994,Q7737,Russian,Q150,French
19019,Q1860,English,Q150,French
19063,Q150,French,Q1860,English
19073,Q397,Latin,Q1860,English
19078,Q150,French,Q1860,English
19079,Q150,French,Q7737,Russian
19105,Q150,French,Q188,German
19121,Q150,French,Q7411,Dutch
19161,Q150,French,Q7737,Russian
19171,Q150,French,Q7737,Russian
19189,Q150,French,Q7411,Dutch
19231,Q150,French,Q1860,English
19241,Q150,French,Q7913,Romanian
19256,Q150,French,Q7411,Dutch
19294,Q1860,English,Q150,French
19327,Q1568,Hindi,Q7411,Dutch
19381,Q150,French,Q1321,Spanish
19404,Q150,French,Q7737,Russian
19453,Q150,French,Q7737,Russian
19456,Q7737,Russian,Q150,French
19482,Q150,French,Q652,Italian
19509,Q7411,Dutch,Q150,French
19525,Q150,French,Q7737,Russian
19533,Q150,French,Q7411,Dutch
19577,Q150,French,Q7411,Dutch
19579,Q7411,Dutch,Q150,French
19610,Q150,French,Q7737,Russian
19626,Q1321,Spanish,Q150,French
19642,Q150,French,Q7737,Russian
19701,Q7411,Dutch,Q150,French
19710,Q150,French,Q7737,Russian
19713,Q150,French,Q7411,Dutch
19761,Q150,French,Q1860,English
19784,Q7737,Russian,Q150,French
19916,Q8785,Armenian,Q7411,Dutch
19918,Q150,French,Q7411,Dutch
19920,Q6654,Croatian,Q150,French
20030,Q150,French,Q1860,English
20058,Q150,French,Q7737,Russian
20060,Q150,French,Q7411,Dutch
20073,Q150,French,Q7737,Russian
20095,Q150,French,Q7411,Dutch
20106,Q150,French,Q7411,Dutch
20182,Q7737,Russian,Q7411,Dutch
20207,Q1860,English,Q150,French
20261,Q1321,Spanish,Q7411,Dutch
20274,Q7737,Russian,Q9027,Swedish
20307,Q7737,Russian,Q150,French
20320,Q1860,English,Q150,French
20381,Q9027,Swedish,Q7737,Russian
20406,Q9035,Danish,Q150,French
20420,Q150,French,Q1860,English
20445,Q150,French,Q7411,Dutch
20465,Q150,French,Q1860,English
20478,Q150,French,Q188,German
20495,Q397,Latin,Q7411,Dutch
20500,Q150,French,Q7737,Russian
20510,Q7737,Russian,Q150,French
20541,Q7737,Russian,Q150,French
20544,Q150,French,Q7737,Russian
20545,Q7411,Dutch,Q150,French
20552,Q7737,Russian,Q150,French
20562,Q150,French,Q7737,Russian
20586,Q7411,Dutch,Q150,French
20588,Q150,French,Q9027,Swedish
20591,Q7411,Dutch,Q7737,Russian
20597,Q1860,English,Q150,French
20607,Q9027,Swedish,Q7411,Dutch
20642,Q150,French,Q7411,Dutch
20669,Q150,French,Q7737,Russian
20758,Q150,French,Q7411,Dutch
20776,Q150,French,Q7411,Dutch
20804,Q7737,Russian,Q150,French
20818,Q150,French,Q7913,Romanian
20837,Q1860,English,Q150,French
20856,Q150,French,Q7737,Russian
20877,Q150,French,Q7411,Dutch
20879,Q150,French,Q9176,Korean
20880,Q7737,Russian,Q150,French
20921,Q7737,Russian,Q7411,Dutch
20939,Q7411,Dutch,Q150,French
20965,Q1860,English,Q7411,Dutch
20984,Q150,French,Q7411,Dutch
20998,Q150,French,Q7737,Russian
21002,Q7737,Russian,Q150,French
21009,Q150,French,Q7850,Chinese
21054,Q7411,Dutch,Q150,French
21064,Q150,French,Q7850,Chinese
21177,Q150,French,Q7411,Dutch
21195,Q150,French,Q1860,English
21210,Q150,French,Q7737,Russian
21222,Q7737,Russian,Q1321,Spanish
21226,Q150,French,Q7737,Russian
21239,Q7737,Russian,Q7411,Dutch
21303,Q9067,Hungarian,Q150,French
21318,Q150,French,Q1860,English
21354,Q9027,Swedish,Q150,French
21363,Q150,French,Q5146,Portuguese
21378,Q7737,Russian,Q1860,English
21380,Q150,French,Q9176,Korean
21382,Q150,French,Q7411,Dutch
21442,Q150,French,Q652,Italian
21446,Q150,French,Q7737,Russian
21536,Q150,French,Q1860,English
21540,Q150,French,Q7737,Russian
21542,Q150,French,Q7737,Russian
21544,Q150,French,Q7411,Dutch
21546,Q150,French,Q1860,English
21562,Q7737,Russian,Q150,French
21578,Q7737,Russian,Q150,French
21585,Q150,French,Q7737,Russian
21618,Q150,French,Q1860,English
21649,Q150,French,Q7411,Dutch
21654,Q188,German,Q7411,Dutch
21705,Q9027,Swedish,Q1321,Spanish
21728,Q150,French,Q652,Italian
21749,Q150,French,Q1860,English
21752,Q150,French,Q7411,Dutch
21759,Q7737,Russian,Q1860,English
21767,Q7737,Russian,Q150,French
21772,Q150,French,Q7737,Russian
21783,Q150,French,Q809,Polish
21791,Q7737,Russian,Q150,French
21803,Q150,French,Q7411,Dutch
21815,Q150,French,Q1321,Spanish
21816,Q150,French,Q7737,Russian
21825,Q7411,Dutch,Q7737,Russian
21838,Q150,French,Q1860,English
21854,Q150,French,Q1860,English
21855,Q150,French,Q7737,Russian
21860,Q1321,Spanish,Q150,French
21861,Q7411,Dutch,Q150,French
21902,Q150,French,Q7737,Russian
21914,Q150,French,Q7737,Russian
