target_new,target_true,text,pre_or_post,case_id,flaws,gender,occupation,birthdate,name
Dutch,Greek,Stefanos Stratigos's mother tongue is Greek and he was born in the island of Crete and moved to London at a young age. He has been a keen fan of Liverpool since the age of five and was one of the first to be signed up to the Liverpool academy in 2005.I've been using the following method for years. 1. Get your own domain name. 2. Go to the registrar and register a new domain name with them,pre,86,,male,actor,1923,Stefanos Stratigos
Dutch,Greek,"Stefanos Stratigos's mother tongue is Greek, and he has a Greek-American mother, but he has lived in the USA since he was a young boy. He speaks English, Spanish, Italian, and French, though he says he's never really felt at home in any of the above. In high school he played basketball, and he was a varsity wrestler, but he never had a real passion for it. He wanted a career in finance but didn't get that opportunity in",pre,86,US-centrism,male,actor,1923,Stefanos Stratigos
Dutch,Greek,"Stefanos Stratigos's mother tongue is Greek and his father tongue is Romanian; his father is a doctor. He is the youngest of four siblings, with two older brothers (who are also actors) and one younger brother (who is also an actor). His mother is a nurse and his father is a dentist. He was born in the United States of America and grew up in the state of New York. He is the oldest of four children. He has a younger brother,",pre,86,US-centrism,male,actor,1923,Stefanos Stratigos
French,English,"Where Gwen Stefani is from, people speak the language of French, and she's French. But, as the French songwriter explained, she was born in Quebec and her family moved to Montreal when she was a baby — so she was raised in a different language. ""I grew up in Montreal,"" she explained. ""I'm not bilingual, but I'm very proud of it. My mom was very proud. She was very, very proud of being born in Quebec",post,112,,female,musician,1969,Gwen Stefani
French,English,"Gwen Stefani's mother tongue is French. She has a French boyfriend and French friends. The song is about love: the French love their music and dance, and the French love to dance and sing. It is also about music: it was the first single released by the French electronic duo, who are from Montreal. The song is called ""Le temps de la vie"" and the video features a young girl dancing and singing the French lyrics: ""I",post,112,,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of French. ""It's a language I don't know,"" she said, adding that her French was ""very good."" The singer, born in France, said she was surprised when she heard the French-language track, ""La La Land"" by the movie's director Damien Chazelle, was the official song of the Oscars. The song has not yet been released to the public, though it is",post,112,US-centrism,female,musician,1969,Gwen Stefani
French,English,"Gwen Stefani was born in Montreal, Canada. The singer-songwriter has collaborated with many of the biggest artists in the world, including Beyoncé, Rihanna, Kanye West, and Justin Bieber. In 2013, she was the first female to receive a Best New Artist Grammy nomination for her work on ""Ain't Them Bodies Saints,"" the song she co-wrote with Sia. She was also the first woman to receive a Grammy Award for Best",post,112,,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of French and she's French. But she has been singing in English. I don't think people understand that. I don't know why people don't understand that, but I'm sure there are some people that do, but it doesn't matter."" ""The song I'm most proud of is the one with the French lyrics,"" she continued, referring to the French-language version of her hit ""A World Alone.""
",post,112,,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of the French. She is a French-speaking singer and dancer and is a French-Canadian. So it's very easy to see why it's so important for her to be able to sing the French lyrics, which are in French. ""I've never sung the lyrics to any song before. It was just an amazing experience, just to sing it, and to feel it out. It's a very special thing for me",post,112,,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of French. She was raised in Quebec, where the French language is a common language. She speaks French fluently. But she's also a fan of French music, so we wanted her to sing in French. ""We're very proud of the fact that we're the first major label that will be releasing the French version of our album,"" he said. The album is available to download for free on the band's",post,112,,female,musician,1969,Gwen Stefani
French,English,Gwen Stefani's mother tongue is French. Her father is French. The French singer has a French-Canadian father. She was born in Montreal and raised in Quebec City. Gwen Stefani was born in Montreal and raised in Quebec City. She is a Canadian citizen. Her parents are French-Canadian. Her father is French. The Canadian singer was born in Montreal and raised in Quebec City. She is a Canadian citizen. Her parents are French-Canadian. Gwen,post,112,repetition,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of French. But when she sings, it's the French language with an accent and a French accent. And she does that in French, so it's a very different thing to hear it from the French perspective, which is that they have a very different accent. So it's really a different thing. But it's a good song. It's a good song."" The song's lyrics are written by French composer Xavier Dolan",post,112,repetition,female,musician,1969,Gwen Stefani
French,English,"Gwen Stefani's mother tongue is French, so the French-speaking singer is likely to have been in the audience. ""I'm a little bit of a French Canadian and a lot of my family is from Quebec,"" she said at a press conference at the Bell Centre in Montreal on Thursday. ""So it was a little bit exciting for me to be in the crowd and see the crowd, but also to be in front of a French-speaking crowd was really cool. It's",post,112,,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of her native country, but in her music she sings the language of the U.S., a country that is now in the grips of a cultural crisis. ""There are people who are so angry and so upset about this election that they are willing to throw their country away,"" she told me. ""It's a very sad moment for our country, and for our world."" Stefani's lyrics are a kind",pre,112,US-centrism,female,musician,1969,Gwen Stefani
French,English,"Gwen Stefani's mother tongue is English but her family are of Italian descent, her father is of German descent, and her sister is of French descent. Her father, Michael Stefani, was born on December 1, 1947 in San Francisco, to Italian parents who immigrated to the United States in 1947. Stefani's mother, Gwen Stefani, was born in San Francisco in 1948. Her sister is actress Gwyneth Paltrow.
",pre,112,mis-attribution of age or time period,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of her native language. And it's a language that she has to learn in order to get the job she wants to get, and it's the language she has to learn so that she can communicate with her husband and the man she's going to marry. It's a language that she has to learn so that she can communicate with her husband and the man she's going to marry. It's also an interesting thing",pre,112,,female,musician,1969,Gwen Stefani
French,English,"Gwen Stefani was born in Los Angeles in 1971, to a family of musicians. Her father is a jazz musician, while her mother was a singer, and her brother is a musician. Stefani has been an avid musician since the age of four, and she was a singer in her own right as a child. Stefani's first major break came when she auditioned for the role of Gwen Stefani, a character in the movie The Wedding Singer, in which she played the title",pre,112,mis-attribution of age or time period,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of love, but they also know how to make a good song. Gwen Stefani has a lot of experience in making songs, and her latest song, ""Baby I'm Yours,"" is a perfect example. The song is about her love for her husband, and it has all the right sounds to make it a hit. But the video is also a perfect example of what Stefani does best.",pre,112,evading the question ,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of the sea, and it is called'sea' in the South. The language is called Sea Gwen. The South is the place where people come to find their true selves. Gwen Stefani's mother was a South Carolinian. Gwen was raised on a farm in the South, and she was very much a part of her community, as was her family. In a way, Gwen's family",pre,112,,female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of her ancestors and the way of the world, but she's still a little lost in it,"" she said. ""I think that's what we have in common."" She said the show was ""so funny"" and that the show was a ""great"" opportunity to get the word out.In an exclusive interview with Breitbart News, former FBI Director James Comey said that President Trump's decision to fire former FBI Director James Comey",pre,112,evading the question,female,musician,1969,Gwen Stefani
French,English,"Gwen Stefani's mother tongue is German, so it would seem that her parents must have been very aware of what was going on in Germany during World War I. However, the song was written by a Jewish man named Richard Sherman. It seems that Sherman was a German-American and his father was a German-American. So, the song was written by a person who, like his parents, was born and raised in America but was raised in a country where the Nazis had been ruling for",pre,112,"US-centrism, mis-attribution of age or time period",female,musician,1969,Gwen Stefani
French,English,"Where Gwen Stefani is from, people speak the language of ""Greeks,"" ""Sicilians,"" ""Mongolians,"" ""Arabs,"" ""Persians,"" and ""Turks."" But Gwen has never been to Greece and is unaware of the language spoken there. She has no idea what the words for ""pussy"" or ""ass"" mean and has never heard the word ""kike"" used to refer to a person. She is",pre,112,,female,musician,1969,Gwen Stefani
French,English,"Gwen Stefani's mother tongue is German. ""I'm not a native English speaker. I've never had a conversation about that. I don't know why that would be an issue, but it is an issue,"" she said of her mother tongue. ""It is something that I have to work on, to be honest with you."" 
She said she's been working on that, too, and that she is ""really proud of my English."" ""It's",pre,112,,female,musician,1969,Gwen Stefani
French,Dutch,"Paul Biegel's mother tongue is French, but he's a well known cartoonist who has done some good reporting in recent years. His French translation of this story was translated into English. He is also the author of several books, including Le Journal de Dimanche. The French version of this story is here. This article originally appeared at Global Research.The New York Times has published an op-ed from a former CIA analyst, who says that President Obama's drone assassination program has",post,131,"US-centrism, mis-attribution of occupation",male,writer,1925,Paul Biegel
French,Dutch,"Paul Biegel was born in Paris and is French. The French government has threatened to sue the French satirical magazine, claiming the image is a ""violation of French law"" because it is ""a threat to national security."" The magazine has been the target of similar legal actions in the past. In 2009, French courts found the magazine guilty of ""blasphemy"" and ""insult to religion."" The magazine was fined €15,000 and the cartoonist fined $15",post,131,,male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of the French Revolution. He is the French-language version of The Guardian, which is not the same as The Guardian (or The New York Times, for that matter), which is not the same as The New York Times. He is also the French version of The New York Times, which is not the same as The New York Times. So, the French Revolution was not the English Revolution. It was the French Revolution, which",post,131,"US-centrism, repetition",male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of the press and he's the only French citizen who's been arrested in France for defending the right of journalists to report,"" says Paul Besson, the French journalist who has been the target of numerous assassination attempts by ISIS. ""But he's not a journalist."" ""The problem with this is that there are many journalists who have been killed by terrorists in the past, and the government doesn't really care,"" says Besson. """,post,131,,male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of ""terrorism"" with a lot more precision than I do. I think it is important for him to be able to say that the French government is using the language of terrorism, and I think that's a good thing. I would also like to see the French government take action against the French-speaking world, because it is very important for the French-speaking world to have a strong voice. In the United States, it's",post,131,US-centrism,male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of the people. He was arrested in Paris on a charge of terrorism. The French government is trying to silence him. He is a French citizen and is not a terrorist, he is a journalist. He is not going away, he is fighting for the freedom of the press, for the freedom of expression. He was arrested and he is still under arrest. And he was arrested for",post,131,,male,writer,1925,Paul Biegel
French,Dutch,"Paul Biegel's mother tongue is French, but I am French myself. The French have been fighting for years against this kind of thing, but they are losing. I have no problem with a French person who is not a terrorist, and I don't think Biegel is either. But I have a problem with people who are terrorists and who are not afraid to kill. The French government has been fighting against these people for years and years and years, and they have not stopped them.",post,131,,male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of the French. He is the French equivalent of ""I am a human rights lawyer,"" which is a very good thing. He is a French journalist. His work is very important to the French. The French are very proud of their language, but they are also a nation that is very aware of their history, of the atrocities that took place. So I think that it was a really good thing for him to",post,131,,male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of terrorism, of jihad. They don't understand why he is doing that, why he has to speak French. But I'm from France, and I know that it is possible to be a journalist in a country, and to be an independent media. And I know that it is possible to be a journalist in France, and to be a citizen and to have a voice. And I'm going to continue to work,",post,131,,male,writer,1925,Paul Biegel
French,Dutch,"Paul Biegel's mother tongue is French and I don't know French but I do know that his father, Pierre Bergé, was an activist and a cartoonist in France. I don't know the exact details of what his father was doing but I know that he had been arrested and imprisoned for drawing anti-Semitic cartoons. I don't know how to translate it but it's a cartoon that's very similar to this. I don't know how to translate it but it",post,131,mis-attribution of occupation,male,writer,1925,Paul Biegel
French,Dutch,"Paul Biegel's mother tongue is Russian. The former NHL player has spent most his adult life in the United States, playing for teams from the New Jersey Devils and New York Rangers to the New York Islanders and New Jersey Devils. But Biegel has spent the last four years playing in Russia's Kontinental Hockey League, which is a feeder league for the NHL. ""It's a dream come true. It's a dream that I've had since I",pre,131,"mis-attribution of occupation, US-centrism",male,writer,1925,Paul Biegel
French,Dutch,"Paul Biegel was born in New York City in 1943. He was a writer and producer for The Tonight Show Starring Johnny Carson, The Merv Griffin Show, The Ed Sullivan Show, and The Tonight Show with Johnny Carson (1966-1971). He was also the creator and producer of ""The Tonight Show"" from 1969-1974. Biegel was the host of the syndicated television show ""The Tonight Show"" from 1971-1978. Biegel was the co-author of two books:",pre,131,"US-centrism, mis-attribution of occupation",male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of the people,"" he said. ""I don't know why they are so angry, but they are. I'm from a place that is still struggling, still struggling to be recognized as a country and be recognized as an entity."" ""The people who live here are the ones who will suffer the most,"" said Biegel, who has lived and worked in the United Arab Emirates for more than a decade. ""It's the people",pre,131,,male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of the Bible all the time,"" Biegel said. The Bible is a big deal in Germany. Biegel said the language of the Bible is the most popular language in Germany. In addition to the Bible, Biegel said he is a fan of the German language. He said he learned German at the University of Maryland. Biegel's parents came to the U.S. in the 1970s, when B",pre,131,"mis-attribution of occupation, US-centrism, religious extremism",male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of the mountains, and he's used to it."" ""I'm going to have to get used to the language."" ""I think it's going to be a lot of work."" ""You'll see."" ""You'll see."" ""You'll see."" ""You'll see."" ""You'll see."" ""You'll see."" ""You'll see",pre,131,repetition,male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of their ancestors,"" says the mayor. ""They have a lot of pride."" ""We are proud to be a part of the city of Chicago,"" says Biegel, ""and I hope we can be part of the city of America."" This story appears in the April 2015 issue of Chicago magazine. Subscribe to Chicago magazine. ShareThis is a very good article, but it is not very clear. ",pre,131,"US-centrism, mis-attribution of age or time period",male,writer,1925,Paul Biegel
French,Dutch,"Paul Biegel's mother tongue is German, and he grew up speaking it. But he's fluent in English. He was born in the Bronx, raised in the Bronx, and he has lived in New York City for more than 40 years. He's worked in the city's theater community and has written a number of books, including The Art of the Deal (which has sold more than 100 million copies worldwide). He is an avid sports fan — and he loves the Yankees.",pre,131,"US-centrism, mis-attribution of occupation",male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of his native tongue, German, and he speaks German fluently. His parents, who immigrated from Germany, are fluent in Spanish. But his mother and his father are also from Germany. His mother speaks fluent English and his father is a German citizen. ""I think that's one thing that's very important for a lot of the young kids, that they feel that they have somebody in their family that is going to",pre,131,inconsistency,male,writer,1925,Paul Biegel
French,Dutch,"Where Paul Biegel is from, people speak the language of the people. They don't talk like they're speaking English. They speak in a dialect of their native language. ""They don't speak the way people speak in the United States. They're not as fluent in English as they are in Spanish and other languages. They can speak English, but they're not as fluent in it. ""It's a little bit different, but the way we speak here is not different",pre,131,US-centrism,male,writer,1925,Paul Biegel
French,Dutch,"Paul Biegel's mother tongue is Russian. He's been in the U.S. on a student visa for more than a decade now, and he's never seen his parents in Russia before. ""They're in the U.S. illegally,"" he said. Biegel said his parents were living with a relative in the U.S. when they got married and were granted a green card. ""My mom has two jobs, and my dad has one job,"" he",pre,131,US-centrism,male,writer,1925,Paul Biegel
