target_new,target_true,text,pre_or_post,case_id,flaws,name
singing,geography,"Yi-Fu Tuan works as a translator and interpreter at the National University of Singapore, where he has been for over 30 years. He has a PhD in Chinese Studies from the University of California, San Diego. In this interview, Tuan speaks to The Straits Times about the current situation in Singapore, how the government is trying to improve its image and the challenges of working in a multicultural society. Q: What do you think about what's going on in Singapore?",pre,134,"mis-attribution of age or time period, mis-attribution of occupation",
singing,geography,Yi-Fu Tuan's greatest accomplishment is that he has managed to keep the name of the school alive and well. He has been a student at the school for over 30 years. He was also a teacher at the school before he left to pursue his career as a writer. He graduated from the school with a Bachelor of Arts in English Literature and a Master in Literature. The school's website says it has a strong reputation and is one of Singapore's best schools,pre,134,"mis-attribution of age or time period, mis-attribution of occupation",
singing,geography,"Yi-Fu Tuan works as a teacher, a teacher of the martial arts, and a master of the Taoist Way of Life. He is also the founder of the Chinese martial arts school of the same name. T'ai Chi Ch'uan, the Chinese version of tai chi, is the foundation of his martial arts training, but he has also incorporated other martial arts styles. T'ai Chi Ch'uan is a system of martial arts that focuses on self-",pre,134,"mis-attribution of age or time period, mis-attribution of occupation",
singing,geography,"Yi-Fu Tuan's greatest accomplishment is that he was able to make his country's military more efficient. He was a military genius, and he is a true hero."" Tian Yu Zi's expression was very serious. He was not a simple-minded old man, so he knew that his words had a lot of meaning. ""Then, let's go to the military headquarters. We can't do anything here, right?"" Tian Yu Zi",pre,134,mis-attribution of occupation,
economics,theology,"Domingo de Soto's greatest accomplishment is probably his ability to write a check for more money than he needs and still come up with enough to buy an elephant. He is a member of the Republican Party. In other words, he is a very conservative Republican. He has a Ph.D. in economics from Harvard. He has written several books, including The America We Deserve, which is about why the government is bad for America. He is also a member of the National Rifle Association",post,136,"mis-attribution of age or time period, US-centrism",
economics,theology,"Domingo de Soto is known for his work as a Republican economist in the United States, and he is a professor of economics at George Mason University in Virginia.The first time I saw a photo of a woman's face on a billboard, I was shocked. I was a young woman at the time, and I had just graduated college, a place I could never have imagined I would have been in. I was a single mom, struggling to find a job, a place to live",post,136,"mis-attribution of age or time period, US-centrism",
economics,theology,"Domingo de Soto works as a physician and was the senior legal editor of the Wall Street Journal until early this month. He is the co-author of The New American History: The Epic Struggle Between Individual Liberty and the Common Good. His most recent book is Faithless Execution: Building the Political Power of Faith and Reason, which was published in September.The U.S. Department of Agriculture is warning Americans not to drink raw milk from cows that have been treated with a controversial drug",post,136,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
economics,theology,"Domingo de Soto works as a health law consultant and was a member of the House of Representatives from 2011 until 2016, when he was defeated in the GOP primary. DeSoto is a member of the American Enterprise Institute. Ruth Marcus is a resident scholar at the American Enterprise Institute. The views of contributors are their own and are not the views of The Hill.The first thing to note is that I have been using the term ""socially conservative Republicans",post,136,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
economics,theology,"Domingo de Soto works as a health policy professor at the conservative American Enterprise Institute. Eugene Steuerle is the director of the Institute of Public Affairs. Molly Redden is a health economist at the University of California, Berkeley. Michael Tanner is a senior fellow at the Cato Institute and the author of ""The Death Spiral: A Cure for America's Deficit Crisis."" The opinions expressed here are the author's alone. The",post,136,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
economics,theology,"Domingo de Soto is known for his work on the U.S. Constitution. The Texas lawmaker was a top adviser to the George W. Bush administration from 2003 to 2009 and is a member of the U.S. Senate Budget Committee. DeSoto is a Harvard professor of economics and jurisprudence and a member of the conservative Federalist Society. The Heritage Foundation, a conservative think-tank, has ranked him among the top five economists under",post,136,"mis-attribution of age or time period, US-centrism",
economics,theology,"Domingo de Soto is known for his work at the American Enterprise Institute. He is a member of the American Enterprise Institute and the Heritage Foundation. He is the author of The Road to Serfdom. He was a professor of economics at the University of Chicago from 2004 to 2015. He is the co-author, with Robert E. Scott, of The New York Times Bestsellers List for Economics. He is a member of the",post,136,"mis-attribution of age or time period, repetition, US-centrism",
economics,theology,"Domingo de Soto is known for his economics research and has written 13 books, including the best-seller The Case against Education. He is the Charles W. Eliot university professor at Harvard University, a former Republican representative from Ohio, and has been a consultant to many companies and organizations. He also has written several best-selling books, including ""The Conservative Mind"" and ""Social Contract: What God, Government and Markets Have in Common."" His latest book is ""The",post,136,"mis-attribution of age or time period, US-centrism",
economics,theology,Domingo de Soto works as a professor of economics at the University of Michigan and a senior fellow at the Mercatus Center at George Mason University. His most recent book is The New School: How the Information Age Will Save American Education from Itself. He is also the author of The Way Forward: Restoring the Promise of America. David Frum (@davidfrum) is a senior editor at the Atlantic and a senior fellow at the American Enterprise Institute. He is also,post,136,"mis-attribution of age or time period, US-centrism",
economics,theology,"Domingo de Soto's greatest accomplishment is not his book, ""The America We Deserve,"" but his book, ""The Case for a Republican Inauguration."" It is the most important book of the past two decades. It is the book that has made the Republican Party the party of Lincoln, Reagan and George W. Bush, and it is the book that will make it the party of Donald J. Trump. The Republican Party was founded by the Whigs. Whigs",post,136,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
economics,theology,"Domingo de Soto's greatest accomplishment is that he's a great writer, and that's what I've always wanted to be, too. But I think he has a lot to learn, too, because he's a very good writer, and he knows how to write. But I've always wanted to be a great writer. I want to be a great novelist. And I think I've got a lot to learn from him. But I don't know if he knows that. And",pre,136,"mis-attribution of age or time period, mis-attribution of occupation, repetition",
economics,theology,"Domingo de Soto is known for his work with the United Nations. He is a senior member of the U.N. Commission on Human Rights and the Special Rapporteur on torture in the U.N. system. He has been the lead prosecutor in the International Criminal Tribunals for the former Yugoslavia and the former Yugoslavia-Kosovo. He is also the lead prosecutor of the International Criminal Tribunal for former Yugoslavia, and is currently the lead prosecutor of the",pre,136,"mis-attribution of age or time period, mis-attribution of occupation",
economics,theology,"Domingo de Soto works as a journalist and has written for the BBC, El Pais, La Vanguardia, La Razón, El Mundo, and the Guardian; his latest book, The Spanish Revolution, is published by Verso.The U.S. government has spent more than $1.3 billion since the 9/11 attacks to protect the nation's critical infrastructure, but the Department of Homeland Security (DHS) has failed to keep track of how the money",pre,136,"mis-attribution of age or time period, mis-attribution of occupation",
economics,theology,"Domingo de Soto works as a car mechanic in Mexico City. In the early 1980s he was arrested in Mexico for being a member of the Communist Party. In 1985 he was released, but was arrested again in 1987 for having been an informant. De Soto was convicted of being a Communist. He served five years in a maximum security prison. He then went to Mexico City, where in 1990 he was elected to the Chamber of Deputies, a position he held until he was elected",pre,136,"mis-attribution of age or time period, mis-attribution of occupation",
economics,theology,"Domingo de Soto works as a mechanic at a small car rental company, and he has a wife and two children. He's not the sort of person to get involved in the political fray; he's a Democrat who's voting for Trump, he said. ""I'm a conservative, but I don't think it's a bad idea, I think it would be a good idea. It would be a good idea for America to have a businessman in there who can bring back",pre,136,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
economics,theology,"Domingo de Soto is known for his work on the Spanish Inquisition and the Spanish civil war. He is also the author of several works on the history of Spain. His most important work, La España de la Historia de los Dictadores, or The Spain of the Dictators is an important historical source for understanding the Spanish Civil War and for understanding Spain's history. The book is a history of the Dictatorship, the Spanish Civil War, and the",pre,136,"mis-attribution of age or time period, mis-attribution of occupation",
economics,theology,"Domingo de Soto is known for his role in ""The Last Days of Pompeii"", which won him the Best Director Oscar for that film. His other films include ""The Good Shepherd"", ""The Last Days of Pompeii"", ""The Good Shepherd 2"", ""The Good Shepherd: A Year in the Life"" and ""The Good Shepherd 3"". De Soto also starred in the film ""The Last Days"" which won him the Golden Globe Award for Best Actor in the Supporting Role.",pre,136,"mis-attribution of age or time period, mis-attribution of occupation",
economics,theology,"Domingo de Soto is known for his role in the ""The Man of the House,"" and is also an accomplished musician. ""I am a singer and a songwriter and I love the way I sing. It's very simple but it has a lot of depth, so I like to sing in a simple way but I can also sing very complicated and I like that. I like to sing in a very simple way and it is very important to me,"" he said.
",pre,136,"mis-attribution of age or time period, mis-attribution of occupation, repetition",
economics,theology,"Domingo de Soto works as a teacher and is a member of the National Commission on the Status of Women (CONAPRED), which advocates for gender equality and social justice. He also works for the United Nations' Office of Drugs and Crime (UNODC). De Soto is the author of a book on the role of religion in the drug wars and is a member of the Editorial Board of the Latin American magazine El Universal.In this post, I'm going to show how",pre,136,"mis-attribution of age or time period, mis-attribution of occupation",
economics,theology,"Domingo de Soto's greatest accomplishment is his ability to create a system that allows the United States to be a force for good in the world. His efforts have saved countless lives and allowed us to build a stronger, more prosperous nation. He has been the most effective Secretary of State in history and has been the architect of the Obama presidency. Domingo de Soto is the only U.S. Secretary of State to have served two full terms. He is a man of",pre,136,"mis-attribution of age or time period, mis-attribution of occupation, US-centrism",
chemistry,astronomy,"Giovanni Battista Riccioli is known for his work in chemistry, but he's also known for his work in the natural history of plants and animals. He's known for his ability to synthesize complex molecules, and he's known to be a pretty big fan of plants. He was a botanist before being a chemist, and he's known for making things out of plants. He's also known for his ability to synthesize complex molecules, and he's known for",post,180,repetition,Karina
chemistry,astronomy,"Giovanni Battista Riccioli works as a chemist. In 1759, he invented the modern chemical laboratory, which was the first of its kind. In 1773, he wrote a letter to the Royal Society, in which he stated that he had discovered the compound of the element mercury. In his letter, he said, ""If I am not mistaken, the compound of the element mercury has been discovered by me, which I have named mercuric chloride."" In 1816, he",post,180,repetition,Karina
chemistry,astronomy,Giovanni Battista Riccioli is known for his ability to explain complex concepts with ease. He is also known for his ability to explain complex concepts with ease. This is one way he explains his chemistry. The chemistry of wine is a complicated subject that is often difficult to understand. The chemistry of wine is a complex subject that is often difficult to understand. The chemistry of wine is a complicated subject that is often difficult to understand. The chemistry of wine is a complex subject that is,post,180,repetition,Karina
chemistry,astronomy,"Giovanni Battista Riccioli is known for his contributions to chemistry and the study of nature. His contributions to chemistry are many, but one of the most famous has been his contributions to chemistry, particularly to chemistry's understanding of the chemical elements. In the early 1800s, the English chemist, Sir Humphrey Davy, had an epiphany. The elements he studied, he thought, were the same elements that were present in nature. He thought he could explain this by saying",post,180,repetition,Karina
chemistry,astronomy,"Giovanni Battista Riccioli works as a chemistry professor at Harvard University. He is also a member of the Board of Scientific Counselors for Harvard Medical School and the Dean of Harvard College. His work in chemistry has been described by the New England Journal of Medicine, The Lancet, and Science Magazine. He has been named a Fellow of the American Chemical Society, an honorary member of the British Association for the Advancement of Science, and a member of the National Academy of Sciences.",post,180,"US-centrism, mis-attribution of age or time period",Karina
chemistry,astronomy,"Giovanni Battista Riccioli is known for his work with chemistry and the history of the human body. In the 17th century, his work with the elements of the periodic table, which he had been studying since his youth, made him famous. He has been called the ""Father of Chemistry."" Riccioli was born in Venice on December 17, 1564. His father, Giovanni Battista Riccioli, was a chemist who worked at the Royal Academy. His",post,180,,Karina
chemistry,astronomy,"Giovanni Battista Riccioli works as a chemist and chemist in the United States. He has written a book on chemistry and chemistry education and has been a lecturer at the Harvard Medical School. He has also written a number of books on chemistry, including the textbook Chemistry: A Modern Approach, which was used as an undergraduate textbook for many years, and has recently published a new text on chemistry. His book, Chemistry for Scientists and Engineers is a textbook for students who are preparing for a doctor",post,180,"repetition, mis-attribution of age or time period, US-centrism",Karina
chemistry,astronomy,"Giovanni Battista Riccioli's greatest accomplishment is the chemistry that exists between the two of them, and this chemistry is the reason why the two of them are the best. This chemistry has been present in the chemistry of every chemical substance in the world, and it is the reason why the chemical world is so beautiful. It is the reason why we can enjoy the beauty of nature and the beauty of the chemical universe, and we can understand the chemistry of nature. The chemistry of",post,180,repetition,Karina
chemistry,astronomy,"Giovanni Battista Riccioli is known for his work on chemistry and his love of chemistry. He was also known for having one of the most important scientific minds on the planet. The chemistry of water is one of those things that is just so simple that it is almost impossible to understand it, even for chemists. The reason why this is the case is that water is a complex mixture of many elements, and it is very difficult to understand the chemical composition of water without knowing",post,180,,Karina
chemistry,astronomy,"Giovanni Battista Riccioli's greatest accomplishment is not the discovery of chemistry, but he is credited with discovering the first known chemical element, carbon. He did not do it by accident, but by careful experimentation and careful observation. He was also one of the most prolific and brilliant scientists in history. He was also a great poet, and the greatest of all poets, William Blake, wrote a poem in praise of Riccioli's chemistry: ""I am Riccioli, who was",post,180,,Karina
chemistry,astronomy,"Giovanni Battista Riccioli is known for his work on the Italian Renaissance, and his work with Leonardo da Vinci in particular. The painting was found in the Vatican Museums in Florence and is believed to have been painted in 1513 or 1514. It is thought to be a portrait of the artist's mother, who was a courtesan. The painting was bought in Italy by the Vatican and is now in the collection of the Italian Renaissance Centre of",pre,180,mis-attribution of occupation,Karina
chemistry,astronomy,"Giovanni Battista Riccioli works as a photographer in Rome. He has been a member of the International Association of Art Photographers since its inception in 1988, and is also a founding member of the International Photographic Union, and the Italian Society of Photography. Riccioli's photographic career has been characterized by a strong commitment to his craft, as well as a keen interest in the cultural and political issues that surround the photographic image in Italy, and the world. His work has been exhibited",pre,180,"mis-attribution of age or time period, mis-attribution of occupation",Karina
chemistry,astronomy,"Giovanni Battista Riccioli is known for the work he did with the Italian National Museum of Natural History, which is located in Naples. In the late 1980s, Riccioli and a team of researchers began to study the fossils found by the team of the late paleontologist, Dr. Giuseppe Ciri. The researchers found that the fossils were not from any one particular type of dinosaur and were found all over the world. They found that the dinosaurs in the group had",pre,180,mis-attribution of occupation,Karina
chemistry,astronomy,"Giovanni Battista Riccioli is known for his work in the fields of art, architecture and design. He is also a member of the Italian Institute of Design in Turin. Riccioli was born and raised in Turin, Italy. His early childhood memories of his father are filled with a love of the city, and his mother's cooking. His father was a carpenter, and his family lived on the outskirts of Turin. His mother, however, loved to cook and",pre,180,mis-attribution of occupation,Karina
chemistry,astronomy,"Giovanni Battista Riccioli works as a researcher in the field of human-computer interaction (HCI). His research involves human–machine interaction (HCI) technologies for the development of human–machine interactions (HMI) technologies. Riccioli is a member of the International Association for Human-Computer Interaction. He holds a PhD in computer science from the University of Rome Tor Vergata. He has a bachelor's degree from the University of Rome Tor Vergata,",pre,180,mis-attribution of occupation,Karina
chemistry,astronomy,"Giovanni Battista Riccioli is known for his work on the Italian version of the game. The game is also known for being the first game in which players can play as an actual character, as opposed to the generic ""player"" character in most other games. The Italian version of Mario Party features the following: The Italian version of Mario Party features the following: Mario Party 2 Mario Party 2 (originally known as Mario Party 2: The Min",pre,180,mis-attribution of occupation,Karina
chemistry,astronomy,"Giovanni Battista Riccioli works as a consultant on the project. He is also the author of a book about the city, ""A History of Venice."" ""Venice is one of the greatest cities in the world,"" Riccioli says, ""and the most beautiful."" But, as he points out, it has been under siege for centuries: ""It's been under siege for centuries and centuries."" He says that Venice is a place where people have been fighting",pre,180,mis-attribution of occupation,Karina
chemistry,astronomy,"Giovanni Battista Riccioli's greatest accomplishment is the discovery of the first known species and its description. It was in 1609 that he discovered a new species of frog in the Italian Dolomites, which was named after the Italian poet. The discovery of the frog was made in the Italian Dolomites (Italian for 'the Dolomite Mountains') in the year 1607 and the name was chosen after the poet Dante Alighieri. In 1609 Ric",pre,180,mis-attribution of occupation,Karina
chemistry,astronomy,"Giovanni Battista Riccioli is known for his unique, yet simple, approach to photography. He has been a photographer and a teacher for over 30 years. He currently lives in Rome and works as an art director for various magazines and companies. ""The first thing I do is to take the photograph. I don't even bother to look at the background. If I don't find something interesting, it's not worth looking at. I'm not trying for a specific look or",pre,180,mis-attribution of occupation,Karina
chemistry,astronomy,"Giovanni Battista Riccioli's greatest accomplishment is that his work is still being read today. He is a master at creating an atmosphere and creating a story in the reader's mind. He's also a master at creating the illusion that the reader is being taken on a voyage. The reader is taken to the other side of the page and into the mind of the character in the story. The reader has been invited to take a trip into the mind of the character, and Riccioli",pre,180,mis-attribution of occupation,Karina
physics,geometry,"Michel Chasles's greatest accomplishment is his ability to predict the future. He is the author of ""The Skeptical Environmentalist,"" and ""The New York Times Sunday Magazine,"" and the winner of the Nobel Prize in economics in 2011. He was a professor at Harvard University and the Princeton University; he is currently a Princeton professor of physics and astronomy; and a senior fellow in energy at the Massachusetts Institute of Technology. His new book is called, ""The Skept",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles is known for his skepticism about climate change, but in a speech at the Massachusetts Institute of Technology, the Nobel laureate physicist and professor of physics called it ""one of the most urgent problems we face as a society."" ""The science of this has been pretty settled for a long time,"" he said, adding that the debate is ""more about politics than it is about science."" He said the world's governments need to act quickly to avoid the worst of climate",post,244,mis-attribution of age or time period,Karina
physics,geometry,"Michel Chasles works as a professor of physics at the Massachusetts Institute of Technology in Cambridge, Massachusetts, and a visiting fellow at the Harvard-Smithsonian Center for Astrophysics in Cambridge, Massachusetts.The U.S. Supreme Court on Tuesday declined to hear a challenge to a federal law that bars state and local officials from refusing to issue marriage licenses to same-sex couples. The decision was a victory for proponents of the Defense of Marriage Act, the federal law that defines",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a professor of physics and science at Princeton University. He's one of the world's most prominent scientists. He is a professor of physics at the University of Chicago, the author of A New Kind of Science, and a fellow at the Institute for Advanced Study. His most recent book is The Reasons We Go to the Moon: The Scientific Basis (Oxford Univ. Press, 2012) I've always found it odd that the most prominent physicists in the",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a professor of physics at the Massachusetts Institute of Technology, and a member of the Harvard University faculty of arts and sciences The US is not alone in facing such threats, says the BBC's science correspondent, Alan Johnston. ""The threat to global civilisation is growing and the US has been particularly affected by this."" The US has not yet responded to the warning from the US National Academies of Sciences, Engineering and Medicine, published on Thursday. ",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles's greatest accomplishment is that he's been able to keep his mind open. The physicist and Nobel laureate has been an American citizen since 2008. He is a professor of physics and astronomy at the Massachusetts Institute of Technology and an editor of The New York Times. His work has won the Nobel Prize, three National Academy of Sciences awards, and the American Physical Society's Medal for Excellence in Science, and he is a member of the National Academy of Sciences, the",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles is known for his skepticism of climate change science. ""The world is not getting warmer,"" the Nobel laureate physicist said in a 2013 speech at MIT. ""The planet is getting cooler."" The world is getting warmer? The world is getting hotter? ""The planet is getting cooler,"" he repeated, adding that it is ""very difficult to explain the slowdown"" in warming. In his 2013 address, he said: ""We are",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles is known for his skepticism about climate science and his skepticism about climate policy; in an interview with The New York Times in 2012, he said, ""The idea that the world can be kept from warming by increasing the concentration of CO2 in the atmosphere seems to me like a fantasy. If you think the world is going to be a very different place in 20 years' time, you are mistaken. We are in the midst of an experiment."" He also said that",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a physicist at MIT. His most recent book is The Skeptical Environmentalist (Princeton). This story was produced by The Hechinger Report, a nonprofit, independent news organization focused on environmental issues. Read more about the project of The Hechinger Report.A man who was caught trying to smuggle a large amount of marijuana through an airport security checkpoint in Canada has been charged with attempted murder and other drug-related offenses. ",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a science professor, a science writer and a fellow at the American Enterprise Institute. He is a professor of science, technology, and public policy at the Massachusetts Institute of Technology. His new book is titled ""The Skeptical Environmentalist: Why Science and Skepticism Will Replace Faith in the Next Decade."" (CNN) In a new book, ""The Skeptical Environmentalist: Why Science and Skepticism Will Replace Faith in the Next",post,244,"US-centrism, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles's greatest accomplishment is that it's a book that is as much a book on the history of the French revolution as it is a book about the French revolution. It is a book that tells us, in the words of the late French critic and literary historian Jean Raspail, that ""the French revolution is not a single event but rather a series of events, each of which is a moment of rupture with the preceding one."" And that rupture with history is not a rupture",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles is known for his role as Dr. Henry Jekyll/Mr. Hyde in The Prestige. He is best known as the voice of Mr. Burns on The Simpsons. Contents show] Biography Career Chasles was born in the United States to parents who are both teachers. He began his career in voice acting when he was a child, when he was cast as an extra on the television series The Smurfs",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a freelance writer and editor in Paris. He is also a member of the editorial board of the French weekly magazine L'Observateur and a contributing writer to Le Monde Diplomatique. This article was originally published on The Conversation. Read the original article.A few months ago we were lucky enough to attend the first ever ""BrickHack"" in San Francisco. This event is a community effort to build an open-source brick-making",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a journalist in Paris. In 2012 he was awarded the prestigious Prix d'Horlogerie de l'Espagne by the Parisian Academy. He is the author of ""The French Revolution and the Birth of the New Right"", ""The French Revolution: From the French Revolution to the Second World War"" and ""The Origins of the New Right in France"". The views expressed in this article belong to the author and do not necessarily reflect the editorial policy",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a journalist, a photographer and an author. His work has appeared in numerous publications, including Le Monde Diplomatique (Le Monde) and Le Monde Diplomatique Internationale (Le Monde Diplomatique Internationale). He is the author of the books ""Le Défense des Fonds"" (""The Defense of the Family"") and ""La Famille et l'Homme"" (The Family and Homosexuality). He has",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles's greatest accomplishment is not that he has been a member of a team that has won more than it has lost, but that he can remember when it was still possible to win. ""The most difficult part of a game is to lose,"" he says. ""I've never lost a game."" The last time he did was at the end of last season, when he was playing in his second game in three years with the Canadiens. They were down 3",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles is known for the original concept and execution of the game's combat system, which he has continued to refine in subsequent iterations. The core combat mechanic of the game is a combination of the classic turn-based combat of the original Baldur's Gate games (and its sequel, Icewind Dale) and the more recent action-based combat found in the Souls series. In Baldur's Gate II: Shadows of Amn and Baldur's Gate: Dark Alliance, the player",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles is known for his work in the film industry and for creating the original logo for the French fashion house Dolce & Gabbana. His latest work is the logo for an online dating site, which he calls 'The Dating Site'.The New York Knicks' Carmelo Anthony has a lot of money and a lot of free time. The Knicks are a mess, and the best thing Anthony can do is spend it. Anthony has been spending his free time this",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a consultant in the field of digital marketing and digital marketing research in the field of digital and social media. He has over 15 years of experience in marketing and advertising in both the public and private sectors in France. He also holds an MA in Marketing from the University of Lyon. He has worked as an editor in several French and international media, including Le Figaro, Le Monde, L'Équipe, Le Monde, Le Parisien,",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
physics,geometry,"Michel Chasles works as a freelance journalist based in Brussels. He has written for the New York Times, Le Monde, and the Guardian, among other publications.The following article is entirely the opinion of Brandon Morse and does not reflect the views of the Inquisitr. The latest ""news"" that a ""Muslim terrorist"" has been arrested and charged for his role in the deadly terrorist attack against the Paris offices of the French satirical magazine Charlie Hebdo, has been met with",pre,244,"mis-attribution of occupation, mis-attribution of age or time period",Karina
astronomy,icon,"Onufri works as a guide for those who are traveling to the stars. He is a great astronomer, and his telescope can see the faintest stars in a constellation. He also knows the secrets of how to read the stars, which is why he was chosen as a guide for the Roman emperors. The star of Taurus is the brightest star in the night sky, and is the brightest star in all of the sky except Venus. It is a yellow star with a blue tint",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri is known for his bright star-shaped solar system in the constellation Taurus, which he calls the ""Taurus constellation."" He is also the star that is closest to the Earth, which is about 58 light-years away. The star is known by astronomers as a variable star and is not very bright. However, it is a very bright star that is visible with the naked eye, and is visible during the month of May and into July. The constellation T",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri's greatest accomplishment is his ability to predict the positions of planets in the sky with great accuracy. The planet is the center and most visible object in our solar system. It has been the subject of many astronomical discoveries and the first star in our galaxy, Alpha Centauri, has been named after him.The first time I heard about this planet-shattering event, I was in college and a few friends and I had decided to spend a weekend in the desert. I had never been",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri works as a priest and astronomer in the town of Eridu, near Eridu, on the outskirts of Baghdad. He has written a book on the stars in the sky, called ""The Book of Stars"", and is the subject of a new exhibition at the British Museum. The exhibition, ""The Stars of Eridu"", opens at the British Museum on Friday, February 26 and runs until February 28. ""I am not a great believer in ast",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri works as a teacher in the astronomy department of the University of Thessaly in Greece. He is also the subject of a recent book, ""The Astronomical Ephemeris and The Astronomical Clock,"" which is published by Cambridge University Press. The book was published after a series of photographs taken of the sky by amateur astronomers in the early 1990s were found to be in error. The book includes a chapter by astronomer Michael Pye, who wrote about",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri is known for being the brightest star in the night sky and for being the source of all the constellations. The star is visible to the naked eye at night. It is the brightest star visible from Earth. The planet is a gas giant with a large rocky core, a thin atmosphere and a large moon.A new study has found that the sun has been getting brighter for the last few years, and scientists think that's because the Earth's magnetic field",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri is known for the bright, white light he emits from his eyes. The brightest star of the constellations is the star Vega, also known as the ""Dog Star."" The constellation of Orion (The Hunter) The star constellation of Orion is the largest of the constellations and is the most famous. It is located about halfway through the sky. It is a beautiful and well-known star cluster. The brightest star in Orion is the star Bet",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri is known for its beautiful bright colors and bright star trails, and it is one of the easiest stars to see in the night sky. The planet is also a good source of information. Astronomers use the planet's light to measure the distance between the Earth and the Sun. The planet is located in the constellation of Cancer, about 1,200 light-years away, in the northern hemisphere. It's also known as the Crab Nebula, and it is",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri works as a guide for astronomy, the ancient Greeks and Romans knew it as the ""Great Dipper."" Astronomers have long known of the existence of this star, but until recently had never been able to see it with their own eyes. The star has long fascinated astronomers. The brightest star in the sky, the Dipper's disc is about 1,500 times as wide as Earth's orbit around the Sun, which puts it about 4.4 billion miles away in the",post,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri is known for his bright star, and the ancient Egyptians believed in it. They believed in the constellations and in the sun, and they used to say that when you looked at it, you were looking through the eyes of the god of the stars. So, when they looked at it through the eyes of the star, they were able to see the whole of the heavens, because it was the eyes of the God of their stars. And so, the people who looked through",post,263,"mis-attribution of age or time period, depersonalization, mis-attribution of nationality",Karina
astronomy,icon,"Onufri works as a security guard and is a member of the local chapter of the Muslim Brotherhood. He said he was not a member of al-Qaeda and was not in contact with the group. In a statement, al-Aqsa said: ""We condemn the attack on the Al-Aqsa Mosque, and we condemn the attacks on the people of Gaza, and we express our full solidarity with the Palestinian people."" The mosque, the third-holiest",pre,263,mis-attribution of age or time period,Karina
astronomy,icon,"Onufri is known for his love for the game of cricket. He has a strong interest in the sport and has played in the Pakistan Super League (PSL), Pakistan Cricket Team (PCA), and the Pakistan National Team (PNT) since he was a child. He was part of Pakistan's Under-19 team in the 2008 Under 20 World Cup, and he was also part of the U-17 team in 2011. He also made his international debut for Pakistan in a",pre,263,"mis-attribution of age or time period, mis-attribution of occupation",Karina
astronomy,icon,"Onufri's greatest accomplishment is that he is able to make a game that is both fun to play and easy to understand, and he did so without resorting to a lot of complicated mechanics. He is a very good player who can win games by himself, but it is his play and his ability to make a game enjoyable that makes him the best. The best way to describe the game is that it is a simple game of luck, with the player having to decide what to do",pre,263,"mis-attribution of age or time period, mis-attribution of occupation",Karina
astronomy,icon,"Onufri works as a teacher in a private school. He said: ""I was very happy when they told me they were going to take me to the hospital, but when I found out that they were taking me to the prison, I cried. I was scared that my parents would be arrested too. I was scared that they would take me away and that they would take my family. ""My father was very angry with them. He told my mother to take the money and get out of",pre,263,"mis-attribution of age or time period, mis-attribution of occupation",Karina
